article_index,article_id,API,provider,entity_type,count
1,PMC:11780411,Dictionary,Europe PMC,Chemicals,149
1,PMC:11780411,Dictionary,Europe PMC,Organisms,115
1,PMC:11780411,Dictionary,Europe PMC,Gene Ontology,80
1,PMC:11780411,Dictionary,Europe PMC,Diseases,18
1,PMC:11780411,Dictionary,Europe PMC,Gene_Proteins,57
1,PMC:11780411,Dictionary,Europe PMC,Experimental Methods,20
1,PMC:11780411,ML,Europe PMC,Chemicals,133
1,PMC:11780411,ML,Europe PMC,Gene Ontology,49
1,PMC:11780411,ML,Europe PMC,Experimental Methods,10
1,PMC:11780411,ML,Europe PMC,Gene_Proteins,64
1,PMC:11780411,ML,Europe PMC,Organisms,119
1,PMC:11780411,ML,Europe PMC,Diseases,18
1,PMC:11780411,ML,Metagenomics,Body-Site,7
1,PMC:11780411,ML,Metagenomics,Engineered,1
1,PMC:11780411,ML,Metagenomics,Treatment,147
1,PMC:11780411,ML,Metagenomics,Site,1
1,PMC:11780411,ML,Metagenomics,Place,2
1,PMC:11780411,ML,Metagenomics,Host,8
1,PMC:11780411,ML,Metagenomics,Gene,32
1,PMC:11780411,ML,Metagenomics,Sample-Material,5
1,PMC:11780411,ML,Metagenomics,State,83
1,PMC:11780411,ML,Metagenomics,Kit,1
2,PMC:11771642,Dictionary,Europe PMC,Organisms,119
2,PMC:11771642,Dictionary,Europe PMC,Gene Ontology,187
2,PMC:11771642,Dictionary,Europe PMC,Chemicals,45
2,PMC:11771642,Dictionary,Europe PMC,Experimental Methods,20
2,PMC:11771642,Dictionary,Europe PMC,Gene_Proteins,2
2,PMC:11771642,Dictionary,Europe PMC,Accession Numbers,3
2,PMC:11771642,ML,Europe PMC,Organisms,181
2,PMC:11771642,ML,Europe PMC,Gene Ontology,160
2,PMC:11771642,ML,Europe PMC,Chemicals,26
2,PMC:11771642,ML,Europe PMC,Experimental Methods,18
2,PMC:11771642,ML,Europe PMC,Gene_Proteins,2
3,PMC:11791290,Dictionary,Europe PMC,Organisms,104
3,PMC:11791290,Dictionary,Europe PMC,Experimental Methods,4
3,PMC:11791290,Dictionary,Europe PMC,Chemicals,15
3,PMC:11791290,Dictionary,Europe PMC,Gene Ontology,12
3,PMC:11791290,Dictionary,Europe PMC,Gene_Proteins,4
3,PMC:11791290,Dictionary,Europe PMC,Diseases,14
3,PMC:11791290,ML,Europe PMC,Organisms,125
3,PMC:11791290,ML,Europe PMC,Chemicals,16
3,PMC:11791290,ML,Europe PMC,Experimental Methods,1
3,PMC:11791290,ML,Europe PMC,Gene Ontology,14
3,PMC:11791290,ML,Europe PMC,Gene_Proteins,4
3,PMC:11791290,ML,Europe PMC,Diseases,13
3,PMC:11791290,ML,Metagenomics,Sequencing,38
3,PMC:11791290,ML,Metagenomics,Engineered,2
3,PMC:11791290,ML,Metagenomics,Body-Site,3
3,PMC:11791290,ML,Metagenomics,Treatment,1
3,PMC:11791290,ML,Metagenomics,Host,71
3,PMC:11791290,ML,Metagenomics,Place,2
3,PMC:11791290,ML,Metagenomics,LCM,1
3,PMC:11791290,ML,Metagenomics,Gene,6
3,PMC:11791290,ML,Metagenomics,LS,17
3,PMC:11791290,ML,Metagenomics,Sample-Material,94
3,PMC:11791290,ML,Metagenomics,State,41
3,PMC:11791290,ML,Metagenomics,Kit,3
3,PMC:11791290,ML,Metagenomics,Primer,1
4,PMC:11768080,Dictionary,Europe PMC,Organisms,210
4,PMC:11768080,Dictionary,Europe PMC,Experimental Methods,11
4,PMC:11768080,Dictionary,Europe PMC,Chemicals,101
4,PMC:11768080,Dictionary,Europe PMC,Gene Ontology,19
4,PMC:11768080,Dictionary,Europe PMC,Resources,3
4,PMC:11768080,Dictionary,Europe PMC,Gene_Proteins,1
4,PMC:11768080,Dictionary,Europe PMC,Accession Numbers,1
4,PMC:11768080,ML,Europe PMC,Organisms,241
4,PMC:11768080,ML,Europe PMC,Chemicals,75
4,PMC:11768080,ML,Europe PMC,Experimental Methods,6
4,PMC:11768080,ML,Europe PMC,Gene Ontology,10
4,PMC:11768080,ML,Europe PMC,Gene_Proteins,1
4,PMC:11768080,ML,Metagenomics,Body-Site,103
4,PMC:11768080,ML,Metagenomics,Engineered,64
4,PMC:11768080,ML,Metagenomics,Sequencing,2
4,PMC:11768080,ML,Metagenomics,Ecoregion,38
4,PMC:11768080,ML,Metagenomics,Treatment,31
4,PMC:11768080,ML,Metagenomics,Site,31
4,PMC:11768080,ML,Metagenomics,Host,85
4,PMC:11768080,ML,Metagenomics,Place,11
4,PMC:11768080,ML,Metagenomics,LCM,2
4,PMC:11768080,ML,Metagenomics,Date,1
4,PMC:11768080,ML,Metagenomics,Sample-Material,139
4,PMC:11768080,ML,Metagenomics,Gene,8
4,PMC:11768080,ML,Metagenomics,LS,3
4,PMC:11768080,ML,Metagenomics,State,245
4,PMC:11768080,ML,Metagenomics,Kit,1
4,PMC:11768080,ML,Metagenomics,Primer,4
5,PMC:11737338,Dictionary,Europe PMC,Gene Ontology,50
5,PMC:11737338,Dictionary,Europe PMC,Organisms,166
5,PMC:11737338,Dictionary,Europe PMC,Chemicals,5
5,PMC:11737338,Dictionary,Europe PMC,Accession Numbers,1
5,PMC:11737338,ML,Europe PMC,Organisms,158
5,PMC:11737338,ML,Europe PMC,Gene Ontology,6
5,PMC:11737338,ML,Europe PMC,Chemicals,4
5,PMC:11737338,ML,Europe PMC,Gene_Proteins,3
5,PMC:11737338,ML,Metagenomics,Engineered,10
5,PMC:11737338,ML,Metagenomics,Ecoregion,6
5,PMC:11737338,ML,Metagenomics,Treatment,47
5,PMC:11737338,ML,Metagenomics,Site,17
5,PMC:11737338,ML,Metagenomics,Host,68
5,PMC:11737338,ML,Metagenomics,Place,7
5,PMC:11737338,ML,Metagenomics,Sample-Material,4
5,PMC:11737338,ML,Metagenomics,State,150
6,PMC:11765501,Dictionary,Europe PMC,Gene_Proteins,75
6,PMC:11765501,Dictionary,Europe PMC,Chemicals,67
6,PMC:11765501,Dictionary,Europe PMC,Organisms,76
6,PMC:11765501,Dictionary,Europe PMC,Gene Ontology,22
6,PMC:11765501,Dictionary,Europe PMC,Accession Numbers,30
6,PMC:11765501,Dictionary,Europe PMC,Experimental Methods,3
6,PMC:11765501,ML,Europe PMC,Gene_Proteins,59
6,PMC:11765501,ML,Europe PMC,Chemicals,70
6,PMC:11765501,ML,Europe PMC,Organisms,84
6,PMC:11765501,ML,Europe PMC,Gene Ontology,17
6,PMC:11765501,ML,Europe PMC,Experimental Methods,2
6,PMC:11765501,ML,Metagenomics,Ecoregion,5
6,PMC:11765501,ML,Metagenomics,Body-Site,14
6,PMC:11765501,ML,Metagenomics,Treatment,18
6,PMC:11765501,ML,Metagenomics,Site,2
6,PMC:11765501,ML,Metagenomics,Place,33
6,PMC:11765501,ML,Metagenomics,Date,2
6,PMC:11765501,ML,Metagenomics,Host,3
6,PMC:11765501,ML,Metagenomics,Sample-Material,6
6,PMC:11765501,ML,Metagenomics,Gene,19
6,PMC:11765501,ML,Metagenomics,State,77
6,PMC:11765501,ML,Metagenomics,Primer,1
7,PMC:11813099,Dictionary,Europe PMC,Gene_Proteins,115
7,PMC:11813099,Dictionary,Europe PMC,Gene Ontology,131
7,PMC:11813099,Dictionary,Europe PMC,Organisms,38
7,PMC:11813099,Dictionary,Europe PMC,Chemicals,91
7,PMC:11813099,Dictionary,Europe PMC,Experimental Methods,43
7,PMC:11813099,Dictionary,Europe PMC,Diseases,7
7,PMC:11813099,Dictionary,Europe PMC,Resources,1
7,PMC:11813099,Dictionary,Europe PMC,Accession Numbers,2
7,PMC:11813099,ML,Europe PMC,Gene Ontology,107
7,PMC:11813099,ML,Europe PMC,Organisms,80
7,PMC:11813099,ML,Europe PMC,Chemicals,108
7,PMC:11813099,ML,Europe PMC,Gene_Proteins,205
7,PMC:11813099,ML,Europe PMC,Diseases,7
7,PMC:11813099,ML,Europe PMC,Experimental Methods,31
8,PMC:11778171,Dictionary,Europe PMC,Organisms,161
8,PMC:11778171,Dictionary,Europe PMC,Diseases,8
8,PMC:11778171,Dictionary,Europe PMC,Experimental Methods,10
8,PMC:11778171,Dictionary,Europe PMC,Gene Ontology,7
8,PMC:11778171,Dictionary,Europe PMC,Chemicals,7
8,PMC:11778171,ML,Europe PMC,Organisms,216
8,PMC:11778171,ML,Europe PMC,Diseases,15
8,PMC:11778171,ML,Europe PMC,Gene Ontology,6
8,PMC:11778171,ML,Europe PMC,Chemicals,7
8,PMC:11778171,ML,Europe PMC,Experimental Methods,11
8,PMC:11778171,ML,Europe PMC,Gene_Proteins,2
8,PMC:11778171,ML,Metagenomics,Engineered,8
8,PMC:11778171,ML,Metagenomics,Body-Site,14
8,PMC:11778171,ML,Metagenomics,Sequencing,3
8,PMC:11778171,ML,Metagenomics,Site,5
8,PMC:11778171,ML,Metagenomics,Treatment,35
8,PMC:11778171,ML,Metagenomics,Host,49
8,PMC:11778171,ML,Metagenomics,Place,10
8,PMC:11778171,ML,Metagenomics,Date,2
8,PMC:11778171,ML,Metagenomics,Sample-Material,10
8,PMC:11778171,ML,Metagenomics,Gene,5
8,PMC:11778171,ML,Metagenomics,State,134
8,PMC:11778171,ML,Metagenomics,Kit,2
8,PMC:11778171,ML,Metagenomics,Primer,3
9,PMC:11829546,Dictionary,Europe PMC,Gene Ontology,7
9,PMC:11829546,Dictionary,Europe PMC,Experimental Methods,2
9,PMC:11829546,Dictionary,Europe PMC,Chemicals,1
9,PMC:11829546,Dictionary,Europe PMC,Accession Numbers,11
9,PMC:11829546,Dictionary,Europe PMC,Organisms,2
9,PMC:11829546,ML,Europe PMC,Gene Ontology,13
9,PMC:11829546,ML,Europe PMC,Organisms,4
9,PMC:11829546,ML,Europe PMC,Chemicals,1
9,PMC:11829546,ML,Metagenomics,Sequencing,6
9,PMC:11829546,ML,Metagenomics,Engineered,4
9,PMC:11829546,ML,Metagenomics,Host,2
9,PMC:11829546,ML,Metagenomics,Gene,1
9,PMC:11829546,ML,Metagenomics,State,4
10,PMC:11756287,Dictionary,Europe PMC,Gene_Proteins,162
10,PMC:11756287,Dictionary,Europe PMC,Chemicals,103
10,PMC:11756287,Dictionary,Europe PMC,Organisms,40
10,PMC:11756287,Dictionary,Europe PMC,Diseases,2
10,PMC:11756287,Dictionary,Europe PMC,Gene Ontology,13
10,PMC:11756287,Dictionary,Europe PMC,Experimental Methods,6
10,PMC:11756287,ML,Europe PMC,Gene_Proteins,126
10,PMC:11756287,ML,Europe PMC,Organisms,23
10,PMC:11756287,ML,Europe PMC,Chemicals,77
10,PMC:11756287,ML,Europe PMC,Experimental Methods,8
10,PMC:11756287,ML,Europe PMC,Diseases,2
10,PMC:11756287,ML,Europe PMC,Gene Ontology,18
10,PMC:11756287,ML,Metagenomics,Engineered,2
10,PMC:11756287,ML,Metagenomics,Sequencing,1
10,PMC:11756287,ML,Metagenomics,Body-Site,1
10,PMC:11756287,ML,Metagenomics,Treatment,50
10,PMC:11756287,ML,Metagenomics,Site,3
10,PMC:11756287,ML,Metagenomics,Host,1
10,PMC:11756287,ML,Metagenomics,Sample-Material,28
10,PMC:11756287,ML,Metagenomics,Gene,106
10,PMC:11756287,ML,Metagenomics,State,93
10,PMC:11756287,ML,Metagenomics,Kit,1
11,PMC:11767930,Dictionary,Europe PMC,Organisms,41
11,PMC:11767930,Dictionary,Europe PMC,Diseases,9
11,PMC:11767930,Dictionary,Europe PMC,Chemicals,47
11,PMC:11767930,Dictionary,Europe PMC,Gene Ontology,6
11,PMC:11767930,Dictionary,Europe PMC,Experimental Methods,2
11,PMC:11767930,Dictionary,Europe PMC,Gene_Proteins,2
11,PMC:11767930,ML,Europe PMC,Organisms,37
11,PMC:11767930,ML,Europe PMC,Diseases,17
11,PMC:11767930,ML,Europe PMC,Chemicals,23
11,PMC:11767930,ML,Europe PMC,Experimental Methods,2
11,PMC:11767930,ML,Europe PMC,Gene_Proteins,2
11,PMC:11767930,ML,Europe PMC,Gene Ontology,5
11,PMC:11767930,ML,Metagenomics,Engineered,6
11,PMC:11767930,ML,Metagenomics,Body-Site,6
11,PMC:11767930,ML,Metagenomics,Sequencing,2
11,PMC:11767930,ML,Metagenomics,Site,1
11,PMC:11767930,ML,Metagenomics,Date,2
11,PMC:11767930,ML,Metagenomics,Host,12
11,PMC:11767930,ML,Metagenomics,Place,1
11,PMC:11767930,ML,Metagenomics,LS,20
11,PMC:11767930,ML,Metagenomics,Sample-Material,6
11,PMC:11767930,ML,Metagenomics,State,62
12,PMC:11760080,Dictionary,Europe PMC,Diseases,9
12,PMC:11760080,Dictionary,Europe PMC,Gene_Proteins,91
12,PMC:11760080,Dictionary,Europe PMC,Gene Ontology,4
12,PMC:11760080,Dictionary,Europe PMC,Organisms,49
12,PMC:11760080,Dictionary,Europe PMC,Chemicals,117
12,PMC:11760080,ML,Europe PMC,Gene_Proteins,89
12,PMC:11760080,ML,Europe PMC,Organisms,67
12,PMC:11760080,ML,Europe PMC,Chemicals,93
12,PMC:11760080,ML,Europe PMC,Diseases,12
12,PMC:11760080,ML,Metagenomics,Engineered,35
12,PMC:11760080,ML,Metagenomics,Body-Site,3
12,PMC:11760080,ML,Metagenomics,Sequencing,1
12,PMC:11760080,ML,Metagenomics,Treatment,76
12,PMC:11760080,ML,Metagenomics,Place,54
12,PMC:11760080,ML,Metagenomics,Host,8
12,PMC:11760080,ML,Metagenomics,Sample-Material,29
12,PMC:11760080,ML,Metagenomics,Gene,11
12,PMC:11760080,ML,Metagenomics,LS,1
12,PMC:11760080,ML,Metagenomics,State,180
13,PMC:11797051,Dictionary,Europe PMC,Gene Ontology,27
13,PMC:11797051,Dictionary,Europe PMC,Organisms,124
13,PMC:11797051,Dictionary,Europe PMC,Chemicals,152
13,PMC:11797051,Dictionary,Europe PMC,Experimental Methods,24
13,PMC:11797051,Dictionary,Europe PMC,Gene_Proteins,2
13,PMC:11797051,Dictionary,Europe PMC,Resources,1
13,PMC:11797051,Dictionary,Europe PMC,Diseases,3
13,PMC:11797051,ML,Europe PMC,Organisms,174
13,PMC:11797051,ML,Europe PMC,Gene Ontology,14
13,PMC:11797051,ML,Europe PMC,Chemicals,126
13,PMC:11797051,ML,Europe PMC,Experimental Methods,14
13,PMC:11797051,ML,Europe PMC,Gene_Proteins,3
13,PMC:11797051,ML,Europe PMC,Diseases,4
13,PMC:11797051,ML,Metagenomics,Body-Site,92
13,PMC:11797051,ML,Metagenomics,Ecoregion,14
13,PMC:11797051,ML,Metagenomics,Engineered,95
13,PMC:11797051,ML,Metagenomics,Sequencing,5
13,PMC:11797051,ML,Metagenomics,Treatment,21
13,PMC:11797051,ML,Metagenomics,Site,2
13,PMC:11797051,ML,Metagenomics,Host,93
13,PMC:11797051,ML,Metagenomics,Place,6
13,PMC:11797051,ML,Metagenomics,LCM,2
13,PMC:11797051,ML,Metagenomics,Sample-Material,66
13,PMC:11797051,ML,Metagenomics,LS,8
13,PMC:11797051,ML,Metagenomics,Gene,4
13,PMC:11797051,ML,Metagenomics,State,93
13,PMC:11797051,ML,Metagenomics,Kit,1
13,PMC:11797051,ML,Metagenomics,Primer,2
14,PMC:11768824,Dictionary,Europe PMC,Organisms,187
14,PMC:11768824,Dictionary,Europe PMC,Diseases,102
14,PMC:11768824,Dictionary,Europe PMC,Chemicals,24
14,PMC:11768824,Dictionary,Europe PMC,Gene Ontology,5
14,PMC:11768824,Dictionary,Europe PMC,Experimental Methods,1
14,PMC:11768824,ML,Europe PMC,Organisms,232
14,PMC:11768824,ML,Europe PMC,Diseases,82
14,PMC:11768824,ML,Europe PMC,Chemicals,20
14,PMC:11768824,ML,Europe PMC,Gene Ontology,8
14,PMC:11768824,ML,Europe PMC,Experimental Methods,1
14,PMC:11768824,ML,Metagenomics,Body-Site,112
14,PMC:11768824,ML,Metagenomics,Sequencing,1
14,PMC:11768824,ML,Metagenomics,Treatment,59
14,PMC:11768824,ML,Metagenomics,Host,44
14,PMC:11768824,ML,Metagenomics,Place,1
14,PMC:11768824,ML,Metagenomics,LCM,2
14,PMC:11768824,ML,Metagenomics,Sample-Material,10
14,PMC:11768824,ML,Metagenomics,Gene,6
14,PMC:11768824,ML,Metagenomics,LS,1
14,PMC:11768824,ML,Metagenomics,State,208
14,PMC:11768824,ML,Metagenomics,Kit,3
14,PMC:11768824,ML,Metagenomics,Primer,2
15,PMC:11806848,Dictionary,Europe PMC,Diseases,10
15,PMC:11806848,Dictionary,Europe PMC,Organisms,48
15,PMC:11806848,Dictionary,Europe PMC,Experimental Methods,10
15,PMC:11806848,Dictionary,Europe PMC,Chemicals,42
15,PMC:11806848,Dictionary,Europe PMC,Gene_Proteins,118
15,PMC:11806848,Dictionary,Europe PMC,Gene Ontology,1
15,PMC:11806848,ML,Europe PMC,Diseases,17
15,PMC:11806848,ML,Europe PMC,Organisms,7
15,PMC:11806848,ML,Europe PMC,Experimental Methods,11
15,PMC:11806848,ML,Europe PMC,Gene_Proteins,91
15,PMC:11806848,ML,Europe PMC,Chemicals,26
15,PMC:11806848,ML,Europe PMC,Gene Ontology,1
16,PMC:11730483,Dictionary,Europe PMC,Organisms,203
16,PMC:11730483,Dictionary,Europe PMC,Diseases,1
16,PMC:11730483,Dictionary,Europe PMC,Gene Ontology,7
16,PMC:11730483,Dictionary,Europe PMC,Chemicals,15
16,PMC:11730483,Dictionary,Europe PMC,Experimental Methods,3
16,PMC:11730483,Dictionary,Europe PMC,Accession Numbers,1
16,PMC:11730483,ML,Europe PMC,Organisms,319
16,PMC:11730483,ML,Europe PMC,Diseases,1
16,PMC:11730483,ML,Europe PMC,Gene Ontology,7
16,PMC:11730483,ML,Europe PMC,Chemicals,15
16,PMC:11730483,ML,Europe PMC,Experimental Methods,3
16,PMC:11730483,ML,Metagenomics,Ecoregion,3
16,PMC:11730483,ML,Metagenomics,Body-Site,12
16,PMC:11730483,ML,Metagenomics,Sequencing,2
16,PMC:11730483,ML,Metagenomics,Engineered,2
16,PMC:11730483,ML,Metagenomics,Site,31
16,PMC:11730483,ML,Metagenomics,Treatment,8
16,PMC:11730483,ML,Metagenomics,Host,130
16,PMC:11730483,ML,Metagenomics,Place,5
16,PMC:11730483,ML,Metagenomics,Date,1
16,PMC:11730483,ML,Metagenomics,LCM,1
16,PMC:11730483,ML,Metagenomics,LS,3
16,PMC:11730483,ML,Metagenomics,Sample-Material,15
16,PMC:11730483,ML,Metagenomics,Gene,7
16,PMC:11730483,ML,Metagenomics,State,53
16,PMC:11730483,ML,Metagenomics,Kit,1
16,PMC:11730483,ML,Metagenomics,Primer,4
19,PMC:11740687,ML,Europe PMC,Organisms,217
19,PMC:11740687,ML,Europe PMC,Diseases,91
19,PMC:11740687,ML,Europe PMC,Gene_Proteins,267
19,PMC:11740687,ML,Europe PMC,Chemicals,74
19,PMC:11740687,ML,Europe PMC,Gene Ontology,46
19,PMC:11740687,ML,Europe PMC,Experimental Methods,22
19,PMC:11740687,ML,Metagenomics,Body-Site,57
19,PMC:11740687,ML,Metagenomics,Engineered,4
19,PMC:11740687,ML,Metagenomics,Sequencing,2
19,PMC:11740687,ML,Metagenomics,Treatment,125
19,PMC:11740687,ML,Metagenomics,Host,101
19,PMC:11740687,ML,Metagenomics,Place,2
19,PMC:11740687,ML,Metagenomics,Sample-Material,18
19,PMC:11740687,ML,Metagenomics,Gene,9
19,PMC:11740687,ML,Metagenomics,LS,2
19,PMC:11740687,ML,Metagenomics,State,472
19,PMC:11740687,ML,Metagenomics,Kit,2
20,PMC:11743981,Dictionary,Europe PMC,Organisms,243
20,PMC:11743981,Dictionary,Europe PMC,Diseases,30
20,PMC:11743981,Dictionary,Europe PMC,Experimental Methods,10
20,PMC:11743981,Dictionary,Europe PMC,Chemicals,31
20,PMC:11743981,Dictionary,Europe PMC,Gene Ontology,7
20,PMC:11743981,Dictionary,Europe PMC,Resources,1
20,PMC:11743981,ML,Europe PMC,Diseases,32
20,PMC:11743981,ML,Europe PMC,Organisms,224
20,PMC:11743981,ML,Europe PMC,Gene Ontology,4
20,PMC:11743981,ML,Europe PMC,Chemicals,26
20,PMC:11743981,ML,Europe PMC,Gene_Proteins,6
20,PMC:11743981,ML,Metagenomics,Body-Site,69
20,PMC:11743981,ML,Metagenomics,Sequencing,2
20,PMC:11743981,ML,Metagenomics,Engineered,1
20,PMC:11743981,ML,Metagenomics,Ecoregion,1
20,PMC:11743981,ML,Metagenomics,Treatment,73
20,PMC:11743981,ML,Metagenomics,Site,1
20,PMC:11743981,ML,Metagenomics,Host,46
20,PMC:11743981,ML,Metagenomics,Place,4
20,PMC:11743981,ML,Metagenomics,Gene,7
20,PMC:11743981,ML,Metagenomics,LS,10
20,PMC:11743981,ML,Metagenomics,Sample-Material,17
20,PMC:11743981,ML,Metagenomics,State,241
21,PMC:11806813,Dictionary,Europe PMC,Diseases,14
21,PMC:11806813,Dictionary,Europe PMC,Organisms,334
21,PMC:11806813,Dictionary,Europe PMC,Experimental Methods,66
21,PMC:11806813,Dictionary,Europe PMC,Chemicals,9
21,PMC:11806813,Dictionary,Europe PMC,Gene_Proteins,4
21,PMC:11806813,Dictionary,Europe PMC,Gene Ontology,2
21,PMC:11806813,Dictionary,Europe PMC,Accession Numbers,5
21,PMC:11806813,ML,Europe PMC,Organisms,398
21,PMC:11806813,ML,Europe PMC,Diseases,6
21,PMC:11806813,ML,Europe PMC,Experimental Methods,55
21,PMC:11806813,ML,Europe PMC,Chemicals,8
21,PMC:11806813,ML,Europe PMC,Gene Ontology,2
21,PMC:11806813,ML,Europe PMC,Gene_Proteins,22
22,PMC:11683008,Dictionary,Europe PMC,Diseases,16
22,PMC:11683008,Dictionary,Europe PMC,Experimental Methods,16
22,PMC:11683008,Dictionary,Europe PMC,Chemicals,87
22,PMC:11683008,Dictionary,Europe PMC,Gene_Proteins,26
22,PMC:11683008,Dictionary,Europe PMC,Organisms,79
22,PMC:11683008,Dictionary,Europe PMC,Gene Ontology,3
22,PMC:11683008,ML,Europe PMC,Organisms,70
22,PMC:11683008,ML,Europe PMC,Diseases,16
22,PMC:11683008,ML,Europe PMC,Experimental Methods,15
22,PMC:11683008,ML,Europe PMC,Chemicals,69
22,PMC:11683008,ML,Europe PMC,Gene_Proteins,31
22,PMC:11683008,ML,Europe PMC,Gene Ontology,5
22,PMC:11683008,ML,Metagenomics,Engineered,40
22,PMC:11683008,ML,Metagenomics,Body-Site,6
22,PMC:11683008,ML,Metagenomics,Treatment,45
22,PMC:11683008,ML,Metagenomics,Place,27
22,PMC:11683008,ML,Metagenomics,Host,14
22,PMC:11683008,ML,Metagenomics,Date,3
22,PMC:11683008,ML,Metagenomics,Gene,23
22,PMC:11683008,ML,Metagenomics,Sample-Material,1
22,PMC:11683008,ML,Metagenomics,LS,2
22,PMC:11683008,ML,Metagenomics,State,127
23,PMC:11803528,Dictionary,Europe PMC,Organisms,213
23,PMC:11803528,Dictionary,Europe PMC,Diseases,56
23,PMC:11803528,Dictionary,Europe PMC,Experimental Methods,43
23,PMC:11803528,Dictionary,Europe PMC,Gene Ontology,63
23,PMC:11803528,Dictionary,Europe PMC,Gene_Proteins,104
23,PMC:11803528,Dictionary,Europe PMC,Chemicals,68
23,PMC:11803528,Dictionary,Europe PMC,Accession Numbers,27
23,PMC:11803528,Dictionary,Europe PMC,Resources,4
23,PMC:11803528,ML,Europe PMC,Organisms,183
23,PMC:11803528,ML,Europe PMC,Diseases,50
23,PMC:11803528,ML,Europe PMC,Experimental Methods,42
23,PMC:11803528,ML,Europe PMC,Gene Ontology,60
23,PMC:11803528,ML,Europe PMC,Gene_Proteins,142
23,PMC:11803528,ML,Europe PMC,Chemicals,58
24,PMC:11704784,Dictionary,Europe PMC,Diseases,9
24,PMC:11704784,Dictionary,Europe PMC,Organisms,24
24,PMC:11704784,Dictionary,Europe PMC,Gene Ontology,7
24,PMC:11704784,Dictionary,Europe PMC,Gene_Proteins,24
24,PMC:11704784,Dictionary,Europe PMC,Experimental Methods,12
24,PMC:11704784,Dictionary,Europe PMC,Resources,2
24,PMC:11704784,Dictionary,Europe PMC,Accession Numbers,2
24,PMC:11704784,Dictionary,Europe PMC,Chemicals,2
24,PMC:11704784,ML,Europe PMC,Diseases,16
24,PMC:11704784,ML,Europe PMC,Organisms,27
24,PMC:11704784,ML,Europe PMC,Gene_Proteins,15
24,PMC:11704784,ML,Europe PMC,Gene Ontology,3
24,PMC:11704784,ML,Europe PMC,Chemicals,4
24,PMC:11704784,ML,Europe PMC,Experimental Methods,6
24,PMC:11704784,ML,Metagenomics,Sequencing,36
24,PMC:11704784,ML,Metagenomics,Body-Site,1
24,PMC:11704784,ML,Metagenomics,Host,6
24,PMC:11704784,ML,Metagenomics,LCM,2
24,PMC:11704784,ML,Metagenomics,Gene,10
24,PMC:11704784,ML,Metagenomics,LS,5
24,PMC:11704784,ML,Metagenomics,Sample-Material,11
24,PMC:11704784,ML,Metagenomics,State,14
25,PMC:11829562,Dictionary,Europe PMC,Diseases,103
25,PMC:11829562,Dictionary,Europe PMC,Gene Ontology,7
25,PMC:11829562,Dictionary,Europe PMC,Experimental Methods,12
25,PMC:11829562,Dictionary,Europe PMC,Organisms,93
25,PMC:11829562,Dictionary,Europe PMC,Gene_Proteins,4
25,PMC:11829562,Dictionary,Europe PMC,Chemicals,2
25,PMC:11829562,ML,Europe PMC,Diseases,95
25,PMC:11829562,ML,Europe PMC,Organisms,109
25,PMC:11829562,ML,Europe PMC,Gene_Proteins,4
25,PMC:11829562,ML,Europe PMC,Chemicals,7
25,PMC:11829562,ML,Europe PMC,Experimental Methods,7
25,PMC:11829562,ML,Europe PMC,Gene Ontology,6
25,PMC:11829562,ML,Metagenomics,Body-Site,13
25,PMC:11829562,ML,Metagenomics,Sequencing,2
25,PMC:11829562,ML,Metagenomics,Treatment,3
25,PMC:11829562,ML,Metagenomics,Host,18
25,PMC:11829562,ML,Metagenomics,Place,1
25,PMC:11829562,ML,Metagenomics,Date,1
25,PMC:11829562,ML,Metagenomics,LCM,1
25,PMC:11829562,ML,Metagenomics,Sample-Material,103
25,PMC:11829562,ML,Metagenomics,LS,2
25,PMC:11829562,ML,Metagenomics,Gene,3
25,PMC:11829562,ML,Metagenomics,State,161
25,PMC:11829562,ML,Metagenomics,Kit,4
26,PMC:11819815,Dictionary,Europe PMC,Chemicals,32
26,PMC:11819815,Dictionary,Europe PMC,Organisms,224
26,PMC:11819815,Dictionary,Europe PMC,Diseases,63
26,PMC:11819815,Dictionary,Europe PMC,Gene_Proteins,52
26,PMC:11819815,Dictionary,Europe PMC,Gene Ontology,36
26,PMC:11819815,Dictionary,Europe PMC,Experimental Methods,17
26,PMC:11819815,ML,Europe PMC,Organisms,272
26,PMC:11819815,ML,Europe PMC,Diseases,74
26,PMC:11819815,ML,Europe PMC,Chemicals,41
26,PMC:11819815,ML,Europe PMC,Gene Ontology,29
26,PMC:11819815,ML,Europe PMC,Gene_Proteins,76
26,PMC:11819815,ML,Europe PMC,Experimental Methods,15
26,PMC:11819815,ML,Metagenomics,Body-Site,133
26,PMC:11819815,ML,Metagenomics,Engineered,1
26,PMC:11819815,ML,Metagenomics,Sequencing,1
26,PMC:11819815,ML,Metagenomics,Treatment,88
26,PMC:11819815,ML,Metagenomics,Host,26
26,PMC:11819815,ML,Metagenomics,Place,3
26,PMC:11819815,ML,Metagenomics,Gene,5
26,PMC:11819815,ML,Metagenomics,Sample-Material,7
26,PMC:11819815,ML,Metagenomics,LS,1
26,PMC:11819815,ML,Metagenomics,State,188
26,PMC:11819815,ML,Metagenomics,Kit,1
26,PMC:11819815,ML,Metagenomics,Primer,1
27,PMC:11822879,Dictionary,Europe PMC,Organisms,257
27,PMC:11822879,Dictionary,Europe PMC,Gene Ontology,72
27,PMC:11822879,Dictionary,Europe PMC,Chemicals,25
